DeWayneLanes
DeWayneLanes,,,,,,,,,,,,,
UUID,A,Mileage,Year,Price,Update Date,Engine Information.Number of Forward Gears,VIN,B,Create Date,Zip Code,Identification.Classification,Make,Model
216,63,8,Front-wheel drive,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,TRUE,6,6 Speed Manual,21,Gasoline,31,Manual transmission,Saab,2011 Saab 9-3 SportCombi
216,63,8,Front-wheel drive,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,TRUE,6,6 Speed Manual,21,Gasoline,31,Manual transmission,Saab,2011 Saab 9-3 SportCombi
249,80,8,All-wheel drive,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,TRUE,6,6 Speed Automatic,17,Gasoline,27,Automatic transmission,Saab,2011 Saab 9-3 SportCombi
216,63,8,Front-wheel drive,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,TRUE,5,5 Speed Automatic,19,Gasoline,28,Automatic transmission,Saab,2011 Saab 9-3 SportCombi
216,63,8,Front-wheel drive,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,TRUE,5,5 Speed Automatic,19,Gasoline,27,Automatic transmission,Saab,2011 Saab 9-3 SportCombi
249,80,8,All-wheel drive,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,TRUE,6,6 Speed Manual,20,Gasoline,29,Manual transmission,Saab,2011 Saab 9-3 SportCombi
134,67,3,Front-wheel drive,Scion 2.5L 4 Cylinder 180hp 173ft-lbs,TRUE,6,6 Speed Manual,23,Gasoline,31,Manual transmission,Scion,2012 Scion tC
134,67,3,Front-wheel drive,Scion 2.5L 4 Cylinder 180hp 173ft-lbs,TRUE,6,6 Speed Automatic Select Shift,23,Gasoline,31,Automatic transmission,Scion,2012 Scion tC
134,67,3,Front-wheel drive,Scion 2.5L 4 Cylinder 180hp 173ft-lbs,TRUE,6,6 Speed Manual,23,Gasoline,31,Manual transmission,Scion,2012 Scion tC
134,67,3,Front-wheel drive,Scion 2.5L 4 Cylinder 180hp 173ft-lbs,TRUE,6,6 Speed Automatic Select Shift,23,Gasoline,31,Automatic transmission,Scion,2012 Scion tC
134,67,3,Front-wheel drive,Scion 2.5L 4 Cylinder 180hp 173ft-lbs,TRUE,6,6 Speed Manual,23,Gasoline,31,Manual transmission,Scion,2011 Scion tC
134,67,3,Front-wheel drive,Scion 2.5L 4 Cylinder 180hp 173ft-lbs,TRUE,6,6 Speed Automatic Select Shift,23,Gasoline,31,Automatic transmission,Scion,2011 Scion tC
134,67,219,Front-wheel drive,Scion 2.4L 4 Cylinder 161hp 162ft-lbs,TRUE,5,5 Speed Manual,20,Gasoline,27,Manual transmission,Scion,2010 Scion tC
134,67,219,Front-wheel drive,Scion 2.4L 4 Cylinder 161hp 162ft-lbs,TRUE,4,4 Speed Automatic,21,Gasoline,29,Automatic transmission,Scion,2010 Scion tC
246,102,83,Rear-wheel drive,Aston Martin 5.9L 12 Cylinder 470 hp 443 ft-lbs,TRUE,6,6 Speed Manual,11,Gasoline,17,Manual transmission,Aston Martin,2011 Aston Martin DB9 Coup
246,102,83,Rear-wheel drive,Aston Martin 5.9L 12 Cylinder 470 hp 443 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,20,Automatic transmission,Aston Martin,2011 Aston Martin DB9 Coup
134,67,219,Front-wheel drive,Scion 2.4L 4 Cylinder 161hp 162ft-lbs,TRUE,5,5 Speed Manual,20,Gasoline,27,Manual transmission,Scion,2010 Scion tC
134,67,219,Front-wheel drive,Scion 2.4L 4 Cylinder 161hp 162ft-lbs,TRUE,4,4 Speed Automatic,21,Gasoline,29,Automatic transmission,Scion,2010 Scion tC
246,102,83,Rear-wheel drive,Aston Martin 5.9L 12 Cylinder 470 hp 443 ft-lbs,TRUE,6,6 Speed Manual,11,Gasoline,17,Manual transmission,Aston Martin,2010 Aston Martin DB9 Coup
20,103,87,Rear-wheel drive,Aston Martin 5.9L 12 Cylinder 470 hp 443 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,20,Automatic transmission,Aston Martin,2010 Aston Martin DB9 Coup
249,80,8,All-wheel drive,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,TRUE,6,6 Speed Manual,20,Gasoline,29,Manual transmission,Saab,2010 Saab 9-3 SportCombi
216,63,8,Front-wheel drive,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,TRUE,5,5 Speed Automatic,19,Gasoline,27,Automatic transmission,Saab,2010 Saab 9-3 SportCombi
216,63,8,Front-wheel drive,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,TRUE,6,6 Speed Manual,21,Gasoline,31,Manual transmission,Saab,2010 Saab 9-3 SportCombi
249,80,8,All-wheel drive,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,TRUE,6,6 Speed Automatic,17,Gasoline,27,Automatic transmission,Saab,2010 Saab 9-3 SportCombi
216,63,8,Front-wheel drive,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,TRUE,5,5 Speed Automatic,19,Gasoline,27,Automatic transmission,Saab,2010 Saab 9-3 SportCombi
127,139,148,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,TRUE,6,6 Speed Manual,29,Gasoline,37,Manual transmission,MINI,2012 MINI Cooper Hardtop
127,139,148,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,28,Gasoline,36,Automatic transmission,MINI,2012 MINI Cooper Hardtop
127,144,148,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Manual,27,Gasoline,35,Manual transmission,MINI,2012 MINI Cooper Hardtop
127,144,148,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,26,Gasoline,34,Automatic transmission,MINI,2012 MINI Cooper Hardtop
127,144,148,Front-wheel drive,MINI 1.6L 4 Cylinder 208 hp 192 ft-lbs Turbo,TRUE,6,6 Speed Manual,25,Gasoline,33,Manual transmission,MINI,2012 MINI Cooper Hardtop
127,139,148,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,TRUE,6,6 Speed Manual,29,Gasoline,37,Manual transmission,MINI,2011 MINI Cooper Hardtop
127,139,148,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,28,Gasoline,36,Automatic transmission,MINI,2011 MINI Cooper Hardtop
127,144,148,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Manual,27,Gasoline,35,Manual transmission,MINI,2011 MINI Cooper Hardtop
127,144,148,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,26,Gasoline,34,Automatic transmission,MINI,2011 MINI Cooper Hardtop
127,144,148,Front-wheel drive,MINI 1.6L 4 Cylinder 208 hp 192 ft-lbs Turbo,TRUE,6,6 Speed Manual,25,Gasoline,33,Manual transmission,MINI,2011 MINI Cooper Hardtop
127,114,148,Front-wheel drive,MINI 1.6L 4 Cylinder 118 hp 114 ft-lbs,TRUE,6,6 Speed Manual,28,Gasoline,37,Manual transmission,MINI,2010 MINI Cooper Hardtop
127,114,148,Front-wheel drive,MINI 1.6L 4 Cylinder 118 hp 114 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,25,Gasoline,33,Automatic transmission,MINI,2010 MINI Cooper Hardtop
127,129,148,Front-wheel drive,MINI 1.6L 4 Cylinder 172 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Manual,26,Gasoline,34,Manual transmission,MINI,2010 MINI Cooper Hardtop
127,129,148,Front-wheel drive,MINI 1.6L 4 Cylinder 172 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,24,Gasoline,32,Automatic transmission,MINI,2010 MINI Cooper Hardtop
127,129,148,Front-wheel drive,MINI 1.6L 4 Cylinder 208 hp 192 ft-lbs Turbo,TRUE,6,6 Speed Manual,25,Gasoline,33,Manual transmission,MINI,2010 MINI Cooper Hardtop
134,139,148,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,TRUE,6,6 Speed Manual,27,Gasoline,35,Manual transmission,MINI,2012 MINI Cooper Convertible
134,139,148,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,27,Gasoline,35,Automatic transmission,MINI,2012 MINI Cooper Convertible
134,144,148,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Manual,27,Gasoline,35,Manual transmission,MINI,2012 MINI Cooper Convertible
134,144,148,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,26,Gasoline,34,Automatic transmission,MINI,2012 MINI Cooper Convertible
134,144,148,Front-wheel drive,MINI 1.6L 4 Cylinder 208 hp 192 ft-lbs Turbo,TRUE,6,6 Speed Manual,25,Gasoline,33,Manual transmission,MINI,2012 MINI Cooper Convertible
134,139,148,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,TRUE,6,6 Speed Manual,28,Gasoline,35,Manual transmission,MINI,2011 MINI Cooper Convertible
134,139,148,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,27,Gasoline,36,Automatic transmission,MINI,2011 MINI Cooper Convertible
134,144,148,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Manual,27,Gasoline,35,Manual transmission,MINI,2011 MINI Cooper Convertible
134,144,148,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,26,Gasoline,34,Automatic transmission,MINI,2011 MINI Cooper Convertible
134,144,148,Front-wheel drive,MINI 1.6L 4 Cylinder 208 hp 192 ft-lbs Turbo,TRUE,6,6 Speed Manual,25,Gasoline,33,Manual transmission,MINI,2011 MINI Cooper Convertible
127,114,148,Front-wheel drive,MINI 1.6L 4 Cylinder 118 hp 114 ft-lbs,TRUE,6,6 Speed Manual,28,Gasoline,36,Manual transmission,MINI,2010 MINI Cooper Convertible
127,114,148,Front-wheel drive,MINI 1.6L 4 Cylinder 118 hp 114 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,25,Gasoline,33,Automatic transmission,MINI,2010 MINI Cooper Convertible
127,129,148,Front-wheel drive,MINI 1.6L 4 Cylinder 172 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Manual,26,Gasoline,34,Manual transmission,MINI,2010 MINI Cooper Convertible
127,129,148,Front-wheel drive,MINI 1.6L 4 Cylinder 172 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,24,Gasoline,32,Automatic transmission,MINI,2010 MINI Cooper Convertible
127,129,148,Front-wheel drive,MINI 1.6L 4 Cylinder 208 hp 192 ft-lbs Turbo,TRUE,6,6 Speed Manual,25,Gasoline,33,Manual transmission,MINI,2010 MINI Cooper Convertible
167,3,102,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 385 hp 380 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,Jaguar,2011 Jaguar XJ
167,127,102,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 385 hp 380 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,22,Automatic transmission,Jaguar,2011 Jaguar XJ
167,3,102,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 470 hp 424 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,Jaguar,2011 Jaguar XJ
167,127,102,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 470 hp 424 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,Jaguar,2011 Jaguar XJ
167,3,102,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 510 hp 461 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,Jaguar,2011 Jaguar XJ
167,127,102,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 510 hp 461 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,Jaguar,2011 Jaguar XJ
170,7,249,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 169 hp 160 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,22,Gasoline,33,Automatic transmission,Chevrolet,2012 Chevrolet Malibu
170,7,249,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 169 hp 160 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,22,Gasoline,33,Automatic transmission,Chevrolet,2012 Chevrolet Malibu
170,7,249,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 169 hp 160 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,22,Gasoline,33,Automatic transmission,Chevrolet,2012 Chevrolet Malibu
170,7,249,Front-wheel drive,Chevrolet 3.6L 6 Cylinder 252 hp 251 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,26,Automatic transmission,Chevrolet,2012 Chevrolet Malibu
170,7,249,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 169 hp 160 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,22,Gasoline,33,Automatic transmission,Chevrolet,2012 Chevrolet Malibu
170,7,249,Front-wheel drive,Chevrolet 3.6L 6 Cylinder 252 hp 251 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,26,Automatic transmission,Chevrolet,2012 Chevrolet Malibu
218,233,16,Front-wheel drive,Chrysler 3.5L 6 cylinder 235 hp 232 ft-lbs,TRUE,6,6 Speed Automatic,16,Gasoline,27,Automatic transmission,Chrysler,2010 Chrysler Sebring Sedan
144,119,148,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,TRUE,6,6 Speed Manual,27,Gasoline,35,Manual transmission,MINI,2012 MINI Clubman
144,119,148,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,27,Gasoline,35,Automatic transmission,MINI,2012 MINI Clubman
152,119,148,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Manual,27,Gasoline,35,Manual transmission,MINI,2012 MINI Clubman
152,119,148,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,26,Gasoline,34,Automatic transmission,MINI,2012 MINI Clubman
152,119,148,Front-wheel drive,MINI 1.6L 4 Cylinder 208 hp 192 ft-lbs Turbo,TRUE,6,6 Speed Manual,25,Gasoline,33,Manual transmission,MINI,2012 MINI Clubman
9,112,113,Rear-wheel drive,Aston Martin 5.9L 12 Cylinder 510 hp 420 ft-lbs,TRUE,6,6 Speed Manual,11,Gasoline,17,Manual transmission,Aston Martin,2011 Aston Martin DBS Volante
9,112,113,Rear-wheel drive,Aston Martin 5.9L 12 Cylinder 510 hp 420 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,12,Gasoline,18,Automatic transmission,Aston Martin,2011 Aston Martin DBS Volante
144,119,148,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,TRUE,6,6 Speed Manual,28,Gasoline,35,Manual transmission,MINI,2011 MINI Clubman
144,119,148,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,27,Gasoline,36,Automatic transmission,MINI,2011 MINI Clubman
152,119,148,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Manual,27,Gasoline,35,Manual transmission,MINI,2011 MINI Clubman
152,119,148,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,26,Gasoline,34,Automatic transmission,MINI,2011 MINI Clubman
152,119,148,Front-wheel drive,MINI 1.6L 4 Cylinder 208 hp 192 ft-lbs Turbo,TRUE,6,6 Speed Manual,25,Gasoline,33,Manual transmission,MINI,2011 MINI Clubman
147,99,148,Front-wheel drive,MINI 1.6L 4 Cylinder 118 hp 114 ft-lbs,TRUE,6,6 Speed Manual,28,Gasoline,36,Manual transmission,MINI,2010 MINI Clubman
147,99,148,Front-wheel drive,MINI 1.6L 4 Cylinder 118 hp 114 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,25,Gasoline,33,Automatic transmission,MINI,2010 MINI Clubman
152,117,148,Front-wheel drive,MINI 1.6L 4 Cylinder 172 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Manual,26,Gasoline,34,Manual transmission,MINI,2010 MINI Clubman
152,117,148,Front-wheel drive,MINI 1.6L 4 Cylinder 172 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,24,Gasoline,32,Automatic transmission,MINI,2010 MINI Clubman
152,117,148,Front-wheel drive,MINI 1.6L 4 Cylinder 208 hp 192 ft-lbs Turbo,TRUE,6,6 Speed Manual,25,Gasoline,33,Manual transmission,MINI,2010 MINI Clubman
80,155,137,Rear-wheel drive,Aston Martin 5.9L 12 Cylinder 470 hp 443 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,19,Automatic transmission,Aston Martin,2011 Aston Martin Rapide
80,155,137,Rear-wheel drive,Aston Martin 5.9L 12 Cylinder 470 hp 443 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,19,Automatic transmission,Aston Martin,2011 Aston Martin Rapide
203,5,49,Front-wheel drive,Chrysler 2.4L 4 cylinder 173 hp 166 ft-lbs,TRUE,4,4 Speed Automatic,21,Gasoline,30,Automatic transmission,Chrysler,2011 Chrysler 200 Sedan
203,5,49,Front-wheel drive,Chrysler 2.4L 4 cylinder 173 hp 166 ft-lbs,TRUE,6,6 Speed Automatic,20,Gasoline,31,Automatic transmission,Chrysler,2011 Chrysler 200 Sedan
203,5,49,Front-wheel drive,Chrysler 2.4L 4 cylinder 173 hp 166 ft-lbs,TRUE,6,6 Speed Automatic,20,Gasoline,31,Automatic transmission,Chrysler,2011 Chrysler 200 Sedan
203,5,49,Front-wheel drive,Chrysler 3.6L 6 cylinder 283 hp 260 ft-lbs FFV,TRUE,6,6 Speed Automatic,14,E85,21,Automatic transmission,Chrysler,2011 Chrysler 200 Sedan
48,184,100,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 385 hp 380 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,22,Automatic transmission,Jaguar,2011 Jaguar XK Convertible
48,184,100,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 510 hp 461 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,22,Automatic transmission,Jaguar,2011 Jaguar XK Convertible
40,184,100,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 385 hp 380 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,24,Automatic transmission,Jaguar,2011 Jaguar XK Coup
40,184,100,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 510 hp 461 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,22,Automatic transmission,Jaguar,2011 Jaguar XK Coup
40,184,100,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 510 hp 461 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,22,Automatic transmission,Jaguar,2011 Jaguar XK Coup
203,180,113,Rear-wheel drive,Chrysler 3.6L 6 cylinder 292 hp 260 ft-lbs FFV,TRUE,5,5 Speed Automatic Select Shift,18,Gasoline,27,Automatic transmission,Chrysler,2011 Chrysler 300
205,180,113,Rear-wheel drive,Chrysler 3.6L 6 cylinder 292 hp 260 ft-lbs FFV,TRUE,5,5 Speed Automatic Select Shift,18,Gasoline,27,Automatic transmission,Chrysler,2011 Chrysler 300
205,180,113,Rear-wheel drive,Chrysler 5.7L 8 cylinder 363 hp 394 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,16,Gasoline,25,Automatic transmission,Chrysler,2011 Chrysler 300
223,180,113,All-wheel drive,Chrysler 5.7L 8 cylinder 363 hp 394 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,15,Gasoline,23,Automatic transmission,Chrysler,2011 Chrysler 300
48,184,100,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 385 hp 380 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,22,Automatic transmission,Jaguar,2010 Jaguar XK Convertible
48,184,100,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 510 hp 461 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,22,Automatic transmission,Jaguar,2010 Jaguar XK Convertible
195,227,203,All-wheel drive,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,TRUE,4,4 Speed Automatic Select Shift,20,Gasoline,26,Automatic transmission,Subaru,2010 Subaru Impreza Sedan
195,227,203,All-wheel drive,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,TRUE,5,5 Speed Manual,20,Gasoline,27,Manual transmission,Subaru,2010 Subaru Impreza Sedan
195,227,203,All-wheel drive,Subaru 2.5L 4 cylinder 224 hp 226 ft-lbs Turbo,TRUE,4,4 Speed Automatic Select Shift,19,Gasoline,24,Automatic transmission,Subaru,2010 Subaru Impreza Sedan
40,184,100,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 510 hp 461 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,22,Automatic transmission,Jaguar,2010 Jaguar XK Coup
40,184,100,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 385 hp 380 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,24,Automatic transmission,Jaguar,2010 Jaguar XK Coup
180,96,85,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 385 hp 380 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,Jaguar,2011 Jaguar XF
180,96,85,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 385 hp 380 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,Jaguar,2011 Jaguar XF
180,96,85,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 510 hp 461 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,Jaguar,2011 Jaguar XF
180,96,85,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 470 hp 424 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,Jaguar,2011 Jaguar XF
127,62,221,Front-wheel drive,Jeep 2.0L 4 Cylinder 158 hp 141 ft-lbs,TRUE,5,5 Speed Manual,23,Gasoline,29,Manual transmission,Jeep,2011 Jeep Patriot
127,62,221,Front-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,TRUE,5,5 Speed Manual,23,Gasoline,28,Manual transmission,Jeep,2011 Jeep Patriot
160,62,221,Four-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,TRUE,5,5 Speed Manual,22,Gasoline,28,Manual transmission,Jeep,2011 Jeep Patriot
127,62,221,Front-wheel drive,Jeep 2.0L 4 Cylinder 158 hp 141 ft-lbs,TRUE,5,5 Speed Manual,23,Gasoline,29,Manual transmission,Jeep,2011 Jeep Patriot
127,62,221,Front-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,TRUE,5,5 Speed Manual,23,Gasoline,28,Manual transmission,Jeep,2011 Jeep Patriot
160,62,221,Four-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,TRUE,5,5 Speed Manual,22,Gasoline,28,Manual transmission,Jeep,2011 Jeep Patriot
127,62,221,Front-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,TRUE,5,5 Speed Manual,23,Gasoline,28,Manual transmission,Jeep,2011 Jeep Patriot
160,62,221,Four-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,TRUE,5,5 Speed Manual,22,Gasoline,28,Manual transmission,Jeep,2011 Jeep Patriot
127,62,221,Front-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,TRUE,5,5 Speed Manual,23,Gasoline,28,Manual transmission,Jeep,2011 Jeep Patriot
160,62,221,Four-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,TRUE,5,5 Speed Manual,22,Gasoline,28,Manual transmission,Jeep,2011 Jeep Patriot
203,134,90,Rear-wheel drive,Chrysler 2.7L 6 cylinder 178 hp 190 ft-lbs,TRUE,4,4 Speed Automatic,18,Gasoline,26,Automatic transmission,Chrysler,2010 Chrysler 300
203,134,90,All-wheel drive,Chrysler 3.5L 6 cylinder 250 hp 250 ft-lbs,TRUE,5,5 Speed Automatic,17,Gasoline,23,Automatic transmission,Chrysler Group LLC,2010 Chrysler 300
203,134,90,Rear-wheel drive,Chrysler 3.5L 6 cylinder 250 hp 250 ft-lbs,TRUE,4,4 Speed Automatic,17,Gasoline,25,Automatic transmission,Chrysler Group LLC,2010 Chrysler 300
203,134,90,Rear-wheel drive,Chrysler 3.5L 6 cylinder 250 hp 250 ft-lbs,TRUE,4,4 Speed Automatic,17,Gasoline,25,Automatic transmission,Chrysler Group LLC,2010 Chrysler 300
203,134,90,All-wheel drive,Chrysler 3.5L 6 cylinder 250 hp 250 ft-lbs,TRUE,5,5 Speed Automatic,17,Gasoline,23,Automatic transmission,Chrysler Group LLC,2010 Chrysler 300
203,134,90,Rear-wheel drive,Chrysler 5.7L 8 cylinder 360 hp 389 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,16,Gasoline,25,Automatic transmission,Chrysler,2010 Chrysler 300
203,134,90,All-wheel drive,Chrysler 5.7L 8 cylinder 360 hp 389 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,Chrysler,2010 Chrysler 300
203,134,90,Rear-wheel drive,Chrysler 3.5L 6 cylinder 250 hp 250 ft-lbs,TRUE,4,4 Speed Automatic,17,Gasoline,25,Automatic transmission,Chrysler Group LLC,2010 Chrysler 300
203,134,90,Rear-wheel drive,Chrysler 5.7L 8 cylinder 360 hp 389 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,16,Gasoline,25,Automatic transmission,Chrysler,2010 Chrysler 300
190,134,90,Rear-wheel drive,Chrysler 6.1L 8 cylinder 425hp 420 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,13,Gasoline,19,Automatic transmission,Chrysler Group LLC,2010 Chrysler 300
188,31,206,Front-wheel drive,Chrysler 3.6L 6 cylinder 283 hp 260 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,17,E85,25,Automatic transmission,Chrysler,2011 Chrysler Town and Country
188,31,206,Front-wheel drive,Chrysler 3.6L 6 cylinder 283 hp 260 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,17,E85,25,Automatic transmission,Chrysler,2011 Chrysler Town and Country
